ORDER_ID,CUSTOMER_ID,PRODUCT_ID,ORDER_DATE,SALES
CA-2017-111682,TB-21055,OFF-AR-10001868,2017-06-17,1.68
CA-2016-135545,KM-16720,TEC-AC-10004633,2016-11-24,13.98
CA-2016-135545,KM-16720,OFF-BI-10001078,2016-11-24,25.82
CA-2016-135545,KM-16720,OFF-PA-10003892,2016-11-24,146.73
CA-2016-135545,KM-16720,FUR-FU-10000397,2016-11-24,79.76
US-2016-164175,PS-18970,FUR-CH-10001146,2016-04-30,213.12
CA-2017-119823,KD-16270,OFF-PA-10000482,2017-06-04,75.88
CA-2017-106075,HM-14980,OFF-BI-10004654,2017-09-18,4.62
CA-2018-114440,TB-21520,OFF-PA-10004675,2018-09-14,19.05
US-2016-134026,JE-15745,FUR-CH-10000513,2016-04-26,831.94
US-2016-134026,JE-15745,FUR-FU-10003708,2016-04-26,97.04
US-2016-134026,JE-15745,OFF-ST-10004123,2016-04-26,72.78
US-2018-118038,KB-16600,OFF-BI-10004182,2018-12-09,1.25
US-2018-118038,KB-16600,FUR-FU-10000260,2018-12-09,9.71
US-2018-118038,KB-16600,OFF-ST-10000615,2018-12-09,27.24
CA-2017-127208,SC-20770,OFF-AP-10002118,2017-06-12,208.16
CA-2017-127208,SC-20770,OFF-BI-10002309,2017-06-12,16.74
CA-2016-149734,JC-16105,OFF-EN-10000927,2016-09-03,200.98
US-2018-119662,CS-12400,OFF-ST-10003656,2018-11-13,230.38
CA-2018-140088,PO-18865,FUR-CH-10000863,2018-05-28,301.96
CA-2018-155558,PG-18895,TEC-AC-10001998,2018-10-26,19.99
CA-2018-155558,PG-18895,OFF-LA-10000134,2018-10-26,6.16
CA-2017-159695,GM-14455,OFF-ST-10003442,2017-04-05,158.37
CA-2017-109806,JS-15685,OFF-AR-10004930,2017-09-17,20.10
CA-2017-109806,JS-15685,TEC-PH-10004093,2017-09-17,73.58
CA-2017-109806,JS-15685,OFF-PA-10000304,2017-09-17,6.48
CA-2016-149587,KB-16315,OFF-PA-10003177,2016-01-31,12.96
CA-2016-149587,KB-16315,FUR-FU-10003799,2016-01-31,53.34
CA-2016-149587,KB-16315,OFF-BI-10002852,2016-01-31,32.96
US-2018-109484,RB-19705,OFF-BI-10004738,2018-11-06,5.68
CA-2018-161018,PN-18775,FUR-FU-10000629,2018-11-09,96.53
CA-2018-157833,KD-16345,OFF-BI-10001721,2018-06-17,51.31
CA-2017-149223,ER-13855,OFF-AP-10000358,2017-09-06,77.88
CA-2017-158568,RB-19465,OFF-PA-10003256,2017-08-29,64.62
CA-2017-158568,RB-19465,TEC-AC-10001767,2017-08-29,95.98
CA-2017-158568,RB-19465,OFF-BI-10002609,2017-08-29,1.79
CA-2017-129903,GZ-14470,OFF-PA-10004040,2017-12-01,23.92
US-2016-156867,LC-16870,TEC-AC-10001552,2016-11-13,238.90
US-2016-156867,LC-16870,FUR-FU-10004006,2016-11-13,102.36
US-2016-156867,LC-16870,OFF-BI-10002794,2016-11-13,36.88
CA-2018-119004,JM-15250,TEC-AC-10003499,2018-11-23,74.11
CA-2018-119004,JM-15250,TEC-PH-10002844,2018-11-23,27.99
CA-2018-119004,JM-15250,OFF-AR-10000390,2018-11-23,3.30
CA-2016-129476,PA-19060,TEC-AC-10000844,2016-10-15,339.96
CA-2018-146780,CV-12805,FUR-FU-10001934,2018-12-25,41.96
CA-2017-128867,CL-12565,OFF-AR-10000380,2017-11-03,75.96
CA-2017-128867,CL-12565,OFF-BI-10003981,2017-11-03,27.24
CA-2016-110457,DK-13090,FUR-TA-10001768,2016-03-02,787.53
US-2016-136476,GG-14650,OFF-BI-10003650,2016-04-05,157.79
CA-2017-103730,SC-20725,FUR-FU-10002157,2017-06-12,47.04
CA-2017-103730,SC-20725,OFF-BI-10003910,2017-06-12,30.84
CA-2017-103730,SC-20725,OFF-ST-10000777,2017-06-12,226.56
CA-2017-103730,SC-20725,OFF-EN-10002500,2017-06-12,115.02
CA-2017-103730,SC-20725,TEC-PH-10003875,2017-06-12,68.04
US-2018-107272,TS-21610,OFF-BI-10003274,2018-11-05,2.39
US-2018-107272,TS-21610,OFF-ST-10002974,2018-11-05,243.99
US-2017-125969,LS-16975,FUR-CH-10001146,2017-11-06,81.42
US-2017-125969,LS-16975,FUR-FU-10003773,2017-11-06,238.56
US-2018-164147,DW-13585,TEC-PH-10002293,2018-02-02,59.97
US-2018-164147,DW-13585,OFF-PA-10002377,2018-02-02,78.30
US-2018-164147,DW-13585,OFF-FA-10002780,2018-02-02,21.46
CA-2017-145583,LC-16885,OFF-PA-10001804,2017-10-13,20.04
CA-2017-145583,LC-16885,OFF-PA-10001736,2017-10-13,35.44
CA-2017-145583,LC-16885,OFF-AR-10001149,2017-10-13,11.52
CA-2017-145583,LC-16885,OFF-FA-10002988,2017-10-13,4.02
CA-2017-145583,LC-16885,OFF-BI-10004781,2017-10-13,76.18
CA-2017-145583,LC-16885,OFF-SU-10001218,2017-10-13,65.88
CA-2017-145583,LC-16885,FUR-FU-10001706,2017-10-13,43.12
CA-2017-110366,JD-15895,FUR-FU-10004848,2017-09-05,82.80
CA-2018-106180,SH-19975,OFF-AR-10000940,2018-09-18,8.82
CA-2018-106180,SH-19975,OFF-EN-10004030,2018-09-18,10.86
CA-2018-106180,SH-19975,OFF-PA-10004327,2018-09-18,143.70
CA-2018-155376,SG-20080,OFF-AP-10001058,2018-12-22,839.43
CA-2016-110744,HA-14920,OFF-ST-10003656,2016-09-07,671.93
CA-2017-114489,JE-16165,TEC-PH-10000215,2017-12-05,384.45
CA-2017-114489,JE-16165,TEC-PH-10001448,2017-12-05,149.97
CA-2017-114489,JE-16165,FUR-CH-10000454,2017-12-05,1951.84
CA-2017-114489,JE-16165,OFF-BI-10002735,2017-12-05,171.55
CA-2017-158834,TW-21025,OFF-AP-10000326,2017-03-13,157.92
CA-2017-158834,TW-21025,TEC-PH-10001254,2017-03-13,203.18
CA-2016-124919,SP-20650,OFF-PA-10001950,2016-05-31,58.38
CA-2016-124919,SP-20650,OFF-PA-10002254,2016-05-31,105.52
CA-2016-124919,SP-20650,OFF-ST-10001590,2016-05-31,80.88
CA-2016-118948,NK-18490,OFF-AR-10001547,2016-05-28,6.63
CA-2017-114104,NP-18670,OFF-LA-10002475,2017-11-20,14.62
CA-2017-114104,NP-18670,TEC-PH-10004536,2017-11-20,944.93
CA-2017-162733,TT-21070,OFF-PA-10002751,2017-05-11,5.98
CA-2016-119697,EM-13960,TEC-AC-10003657,2016-12-28,54.38
CA-2017-154508,RD-19900,OFF-EN-10001990,2017-11-16,28.40
CA-2017-113817,MJ-17740,OFF-BI-10004002,2017-11-07,27.68
US-2018-152366,SJ-20500,OFF-AP-10002684,2018-04-21,97.26
US-2016-101511,JE-15745,FUR-CH-10004698,2016-11-21,396.80
US-2016-101511,JE-15745,OFF-SU-10002189,2016-11-21,15.88
CA-2016-137225,JK-15640,OFF-AR-10001940,2016-12-15,3.28
CA-2017-105018,SK-19990,OFF-BI-10001890,2017-11-28,7.16
CA-2017-157000,AM-10360,OFF-ST-10001328,2017-07-16,37.22
CA-2017-157000,AM-10360,OFF-PA-10001950,2017-07-16,20.02
CA-2016-102281,MP-17470,FUR-BO-10002613,2016-10-12,899.14
CA-2016-102281,MP-17470,TEC-PH-10001552,2016-10-12,71.76
CA-2016-102281,MP-17470,OFF-PA-10000061,2016-10-12,51.84
CA-2016-102281,MP-17470,FUR-BO-10002545,2016-10-12,626.35
CA-2016-102281,MP-17470,OFF-AR-10003514,2016-10-12,19.90
CA-2016-131457,MZ-17515,OFF-EN-10001509,2016-10-31,14.28
CA-2018-107720,VM-21685,OFF-ST-10001414,2018-11-06,46.26
US-2018-124303,FH-14365,OFF-BI-10000343,2018-07-06,2.95
US-2018-124303,FH-14365,OFF-PA-10002749,2018-07-06,16.06
CA-2018-105074,MB-17305,OFF-PA-10002666,2018-06-24,21.74
US-2018-116701,LC-17140,OFF-AP-10003217,2018-12-17,66.28
CA-2018-126382,HK-14890,FUR-FU-10002960,2018-06-03,35.17
CA-2018-108329,LE-16810,TEC-PH-10001918,2018-12-09,444.77
CA-2018-135860,JH-15985,OFF-ST-10000642,2018-12-01,83.92
CA-2018-135860,JH-15985,TEC-PH-10001700,2018-12-01,131.98
CA-2018-135860,JH-15985,OFF-BI-10003274,2018-12-01,15.92
CA-2018-135860,JH-15985,OFF-FA-10000134,2018-12-01,52.29
CA-2018-135860,JH-15985,OFF-ST-10001522,2018-12-01,91.99
CA-2016-101007,MS-17980,TEC-AC-10001266,2016-02-09,20.80
CA-2016-146262,VW-21775,OFF-LA-10004544,2016-01-02,23.68
CA-2016-146262,VW-21775,FUR-BO-10004695,2016-01-02,452.45
CA-2016-146262,VW-21775,TEC-PH-10002844,2016-01-02,62.98
CA-2016-146262,VW-21775,TEC-MA-10000864,2016-01-02,1188.00
CA-2016-146262,VW-21775,TEC-AC-10000109,2016-01-02,89.58
CA-2017-130162,JH-15910,OFF-ST-10001328,2017-10-28,93.06
CA-2017-130162,JH-15910,TEC-PH-10002563,2017-10-28,302.38
CA-2016-169397,JB-15925,OFF-FA-10000585,2016-12-24,5.58
CA-2016-169397,JB-15925,OFF-PA-10004000,2016-12-24,22.70
CA-2016-169397,JB-15925,OFF-BI-10002852,2016-12-24,19.78
CA-2016-169397,JB-15925,FUR-FU-10000087,2016-12-24,72.70
CA-2016-169397,JB-15925,TEC-MA-10001148,2016-12-24,479.99
CA-2016-169397,JB-15925,OFF-AR-10001958,2016-12-24,27.17
CA-2016-163055,DS-13180,OFF-AR-10001026,2016-08-09,2.20
CA-2016-163055,DS-13180,FUR-TA-10003748,2016-08-09,622.45
CA-2016-163055,DS-13180,OFF-ST-10002485,2016-08-09,21.98
US-2016-145436,VD-21670,FUR-CH-10004860,2016-02-28,161.57
US-2016-145436,VD-21670,FUR-CH-10004477,2016-02-28,389.70
US-2018-100930,CS-12400,FUR-TA-10001705,2018-04-07,233.86
US-2018-100930,CS-12400,FUR-TA-10003473,2018-04-07,620.61
US-2018-100930,CS-12400,OFF-BI-10001679,2018-04-07,5.33
US-2018-100930,CS-12400,FUR-FU-10004017,2018-04-07,258.07
US-2018-100930,CS-12400,TEC-AC-10003832,2018-04-07,617.98
CA-2018-160514,DB-13120,OFF-PA-10002479,2018-11-12,10.56
CA-2017-157749,KL-16645,OFF-PA-10003349,2017-06-04,25.92
CA-2017-157749,KL-16645,FUR-FU-10000576,2017-06-04,419.68
CA-2017-157749,KL-16645,FUR-FU-10004351,2017-06-04,11.69
CA-2017-157749,KL-16645,TEC-PH-10000011,2017-06-04,31.98
CA-2017-157749,KL-16645,FUR-TA-10002607,2017-06-04,177.22
CA-2017-157749,KL-16645,FUR-FU-10002505,2017-06-04,4.04
CA-2017-157749,KL-16645,OFF-AR-10004685,2017-06-04,7.41
CA-2017-154739,LH-17155,FUR-CH-10002965,2017-12-10,321.57
CA-2017-145625,KC-16540,OFF-PA-10004569,2017-09-11,7.61
CA-2017-145625,KC-16540,TEC-AC-10003832,2017-09-11,3347.37
CA-2017-146941,DL-13315,OFF-ST-10001228,2017-12-10,80.58
CA-2017-146941,DL-13315,OFF-EN-10003296,2017-12-10,361.92
US-2016-159982,DR-12880,FUR-FU-10002505,2016-11-28,12.13
US-2016-159982,DR-12880,OFF-ST-10004804,2016-11-28,82.37
US-2016-159982,DR-12880,OFF-ST-10001590,2016-11-28,53.92
US-2016-159982,DR-12880,TEC-PH-10001580,2016-11-28,647.90
CA-2018-163139,CC-12670,TEC-AC-10000290,2018-12-01,20.37
CA-2018-163139,CC-12670,OFF-ST-10002790,2018-12-01,221.55
CA-2018-163139,CC-12670,OFF-BI-10003460,2018-12-01,17.52
US-2018-155299,Dl-13600,OFF-AP-10002203,2018-06-08,1.62
CA-2017-125318,RC-19825,TEC-PH-10001433,2017-06-06,328.22
CA-2016-155040,AH-10210,TEC-AC-10004469,2016-11-10,79.90
CA-2018-136826,CB-12535,OFF-AR-10003602,2018-06-16,14.02
CA-2017-111010,PG-18895,OFF-FA-10003472,2017-01-22,7.56
US-2018-145366,CA-12310,OFF-ST-10004180,2018-12-09,37.21
US-2018-145366,CA-12310,OFF-EN-10004386,2018-12-09,57.58
CA-2018-163979,KH-16690,OFF-ST-10003208,2018-12-28,725.84
CA-2016-155334,HA-14920,TEC-AC-10003628,2016-07-30,209.93
CA-2016-155334,HA-14920,FUR-FU-10003274,2016-07-30,5.28
CA-2016-155334,HA-14920,OFF-BI-10002557,2016-07-30,10.92
CA-2018-118136,BB-10990,OFF-PA-10002615,2018-09-16,8.82
CA-2018-118136,BB-10990,OFF-AR-10001427,2018-09-16,5.98
CA-2018-132976,AG-10495,OFF-PA-10000673,2018-10-13,11.65
CA-2018-132976,AG-10495,OFF-PA-10004470,2018-10-13,18.18
CA-2018-132976,AG-10495,OFF-ST-10000876,2018-10-13,59.71
CA-2018-132976,AG-10495,OFF-LA-10002043,2018-10-13,24.84
US-2016-161991,SC-20725,OFF-BI-10004967,2016-09-26,2.08
US-2016-161991,SC-20725,TEC-PH-10001760,2016-09-26,1114.40
CA-2016-130890,JO-15280,FUR-TA-10002903,2016-11-02,1038.84
CA-2016-130883,TB-21520,OFF-PA-10000474,2016-09-26,141.76
CA-2016-130883,TB-21520,TEC-AC-10001956,2016-09-26,239.80
CA-2016-130883,TB-21520,OFF-PA-10004100,2016-09-26,31.10
CA-2017-112697,AH-10195,OFF-BI-10000778,2017-12-18,254.06
CA-2017-112697,AH-10195,OFF-AP-10002684,2017-12-18,194.53
CA-2017-112697,AH-10195,OFF-SU-10000646,2017-12-18,961.48
CA-2017-110772,NZ-18565,OFF-FA-10002983,2017-11-20,19.10
CA-2017-110772,NZ-18565,OFF-LA-10004689,2017-11-20,18.50
CA-2017-110772,NZ-18565,TEC-AC-10002001,2017-11-20,255.98
CA-2017-110772,NZ-18565,FUR-BO-10004709,2017-11-20,86.97
CA-2017-142545,JD-15895,OFF-PA-10002105,2017-10-28,32.40
CA-2017-142545,JD-15895,OFF-ST-10002756,2017-10-28,1082.48
CA-2017-142545,JD-15895,OFF-PA-10004243,2017-10-28,56.91
CA-2017-142545,JD-15895,FUR-FU-10001861,2017-10-28,77.60
CA-2017-142545,JD-15895,OFF-BI-10002706,2017-10-28,14.28
US-2018-152380,JH-15910,FUR-TA-10002533,2018-11-19,219.07
CA-2016-144253,AS-10225,FUR-FU-10002671,2016-05-04,26.80
CA-2018-126774,SH-20395,OFF-AR-10002804,2018-04-15,4.89
CA-2017-142902,BP-11185,FUR-FU-10001918,2017-09-12,15.14
CA-2017-142902,BP-11185,FUR-CH-10004086,2017-09-12,466.77
CA-2017-142902,BP-11185,FUR-FU-10001756,2017-09-12,15.23
CA-2017-142902,BP-11185,OFF-LA-10000634,2017-09-12,6.26
CA-2017-162138,GK-14620,OFF-BI-10004593,2017-04-23,251.52
CA-2017-162138,GK-14620,TEC-AC-10001908,2017-04-23,99.99
CA-2018-153339,DJ-13510,FUR-FU-10001967,2018-11-03,15.99
US-2017-141544,PO-18850,TEC-PH-10003645,2017-08-30,290.90
US-2017-141544,PO-18850,OFF-ST-10000675,2017-08-30,54.22
US-2017-141544,PO-18850,FUR-CH-10003312,2017-08-30,786.74
US-2017-141544,PO-18850,OFF-LA-10001074,2017-08-30,100.24
US-2017-141544,PO-18850,OFF-BI-10001524,2017-08-30,37.76
US-2017-150147,JL-15850,TEC-PH-10004614,2017-04-25,82.80
US-2017-150147,JL-15850,OFF-BI-10001153,2017-04-25,20.72
US-2017-150147,JL-15850,OFF-BI-10001982,2017-04-25,4.90
CA-2016-137946,DB-13615,OFF-BI-10001922,2016-09-01,4.75
CA-2016-137946,DB-13615,TEC-CO-10001449,2016-09-01,959.98
CA-2016-137946,DB-13615,OFF-BI-10004140,2016-09-01,14.37
CA-2016-128167,KL-16645,OFF-FA-10000490,2016-06-22,4.96
US-2016-120712,CS-12130,OFF-ST-10000107,2016-12-20,88.80
CA-2018-169901,CC-12550,TEC-PH-10002293,2018-06-15,47.98
CA-2018-134306,TD-20995,OFF-AR-10004027,2018-07-08,7.56
CA-2018-134306,TD-20995,OFF-PA-10000249,2018-07-08,24.56
CA-2018-134306,TD-20995,OFF-AR-10001374,2018-07-08,12.96
CA-2017-129714,AB-10060,TEC-AC-10000290,2017-09-01,6.79
CA-2017-129714,AB-10060,OFF-PA-10001970,2017-09-01,24.56
CA-2017-129714,AB-10060,OFF-BI-10002160,2017-09-01,3.05
CA-2017-129714,AB-10060,OFF-PA-10001970,2017-09-01,49.12
CA-2017-129714,AB-10060,OFF-BI-10004995,2017-09-01,4355.17
CA-2017-138520,JL-15505,FUR-BO-10002268,2017-04-08,388.70
CA-2017-138520,JL-15505,OFF-EN-10001137,2017-04-08,8.26
CA-2017-138520,JL-15505,OFF-AR-10002399,2017-04-08,17.04
CA-2017-138520,JL-15505,OFF-PA-10002713,2017-04-08,34.40
CA-2017-130001,HK-14890,OFF-PA-10002666,2017-04-23,36.24
CA-2018-155698,VB-21745,OFF-AP-10001124,2018-03-08,647.84
CA-2018-155698,VB-21745,OFF-LA-10001158,2018-03-08,20.70
CA-2018-144904,KW-16435,OFF-LA-10001158,2018-09-25,20.70
CA-2018-144904,KW-16435,FUR-CH-10000785,2018-09-25,488.65
CA-2018-144904,KW-16435,OFF-AR-10003732,2018-09-25,5.56
CA-2018-144904,KW-16435,FUR-FU-10000023,2018-09-25,47.12
CA-2017-155516,MK-17905,OFF-BI-10002412,2017-10-21,23.20
CA-2017-155516,MK-17905,OFF-SU-10001225,2017-10-21,7.36
CA-2017-155516,MK-17905,OFF-ST-10002406,2017-10-21,104.79
CA-2017-155516,MK-17905,FUR-BO-10002545,2017-10-21,1043.92
CA-2018-104745,GT-14755,OFF-PA-10002036,2018-05-29,25.92
CA-2018-104745,GT-14755,OFF-ST-10002205,2018-05-29,53.42
US-2017-134656,MM-18280,OFF-PA-10003039,2017-09-28,99.14
US-2018-134481,AR-10405,FUR-TA-10004915,2018-08-27,1488.42
CA-2016-130792,RA-19915,OFF-AP-10000696,2016-04-28,8.65
CA-2016-130792,RA-19915,OFF-ST-10003327,2016-04-28,23.83
CA-2016-130792,RA-19915,OFF-BI-10000309,2016-04-28,12.18
CA-2017-134775,AS-10285,OFF-PA-10004734,2017-10-28,50.96
CA-2017-134775,AS-10285,OFF-BI-10002225,2017-10-28,49.54
CA-2016-125395,LA-16780,TEC-AC-10004708,2016-06-26,41.90
US-2016-168935,DO-13435,FUR-TA-10000617,2016-11-27,375.46
US-2016-168935,DO-13435,TEC-AC-10002335,2016-11-27,83.98
CA-2016-122756,DK-13225,TEC-MA-10001681,2016-12-03,482.34
CA-2016-122756,DK-13225,FUR-FU-10001935,2016-12-03,2.96
CA-2018-101798,MV-18190,OFF-BI-10000050,2018-12-11,23.36
CA-2018-101798,MV-18190,TEC-AC-10001998,2018-12-11,39.98
CA-2018-102946,VP-21730,OFF-BI-10004492,2018-06-30,75.79
CA-2018-165603,SS-20140,OFF-ST-10000798,2018-10-17,49.96
CA-2018-165603,SS-20140,OFF-PA-10002552,2018-10-17,12.96
CA-2016-122259,HP-14815,OFF-SU-10002573,2016-10-31,70.12
CA-2017-108987,AG-10675,OFF-ST-10001580,2017-09-08,35.95
CA-2017-108987,AG-10675,FUR-BO-10004834,2017-09-08,2396.27
CA-2017-108987,AG-10675,OFF-ST-10000934,2017-09-08,131.14
CA-2017-108987,AG-10675,TEC-AC-10000158,2017-09-08,57.58
CA-2018-117933,RF-19840,OFF-AP-10004249,2018-12-24,35.91
CA-2018-117457,KH-16510,TEC-AC-10000158,2018-12-08,179.95
CA-2018-117457,KH-16510,TEC-CO-10004115,2018-12-08,1199.98
CA-2018-117457,KH-16510,OFF-PA-10003724,2018-12-08,27.15
CA-2018-117457,KH-16510,FUR-TA-10002041,2018-12-08,1004.02
CA-2018-117457,KH-16510,OFF-PA-10002893,2018-12-08,9.68
CA-2018-117457,KH-16510,OFF-LA-10003766,2018-12-08,28.35
CA-2018-117457,KH-16510,OFF-PA-10001970,2018-12-08,55.98
CA-2018-117457,KH-16510,FUR-BO-10001972,2018-12-08,1336.83
CA-2018-117457,KH-16510,FUR-CH-10003956,2018-12-08,113.57
CA-2018-142636,KC-16675,OFF-PA-10000157,2018-11-03,139.86
CA-2018-142636,KC-16675,FUR-CH-10001891,2018-11-03,307.14
CA-2018-122105,CJ-12010,OFF-AR-10004344,2018-06-24,95.92
CA-2017-148796,PB-19150,FUR-CH-10004886,2017-04-14,383.80
CA-2018-154816,VB-21745,OFF-PA-10003845,2018-11-06,5.78
CA-2018-110478,SP-20860,OFF-AR-10001573,2018-03-04,9.32
CA-2018-110478,SP-20860,OFF-EN-10000483,2018-03-04,15.25
CA-2018-125388,MP-17965,FUR-FU-10004712,2018-10-19,56.56
CA-2018-125388,MP-17965,OFF-ST-10000918,2018-10-19,32.70
CA-2018-155705,NF-18385,FUR-CH-10000015,2018-08-21,866.40
CA-2018-149160,JM-15265,FUR-FU-10003347,2018-11-23,28.40
CA-2018-149160,JM-15265,OFF-BI-10001543,2018-11-23,287.92
CA-2018-152275,KH-16630,OFF-AR-10000369,2018-10-01,6.67
US-2017-123750,RB-19795,OFF-BI-10004584,2017-04-15,189.59
US-2017-123750,RB-19795,TEC-AC-10004659,2017-04-15,408.74
US-2017-123750,RB-19795,TEC-AC-10004659,2017-04-15,291.96
US-2017-123750,RB-19795,OFF-ST-10000617,2017-04-15,4.77
CA-2017-127369,DB-13060,OFF-ST-10003306,2017-06-06,714.30
CA-2017-147375,PO-19180,TEC-MA-10002937,2017-06-12,1007.98
CA-2017-147375,PO-19180,OFF-PA-10001970,2017-06-12,313.49
CA-2018-130043,BB-11545,OFF-PA-10002230,2018-09-15,31.87
CA-2018-157252,CV-12805,FUR-CH-10003396,2018-01-20,207.85
CA-2017-115756,PK-19075,FUR-FU-10000246,2017-09-05,12.22
CA-2017-115756,PK-19075,OFF-ST-10000060,2017-09-05,194.94
CA-2017-115756,PK-19075,OFF-ST-10003058,2017-09-05,70.95
CA-2017-115756,PK-19075,OFF-PA-10002222,2017-09-05,91.36
CA-2017-115756,PK-19075,FUR-CH-10002372,2017-09-05,242.94
CA-2017-115756,PK-19075,OFF-LA-10001317,2017-09-05,22.05
CA-2018-154214,TB-21595,FUR-FU-10000206,2018-03-20,2.91
CA-2017-166674,RB-19360,OFF-AR-10000588,2017-04-01,59.52
CA-2017-166674,RB-19360,OFF-ST-10001469,2017-04-01,161.94
CA-2017-166674,RB-19360,OFF-AR-10001953,2017-04-01,263.88
CA-2017-166674,RB-19360,OFF-AR-10003156,2017-04-01,30.48
CA-2017-166674,RB-19360,OFF-AR-10004974,2017-04-01,9.84
CA-2017-166674,RB-19360,TEC-PH-10002365,2017-04-01,35.12
CA-2018-147277,EB-13705,FUR-TA-10001539,2018-10-20,284.36
CA-2018-147277,EB-13705,OFF-ST-10000142,2018-10-20,665.41
CA-2017-100153,KH-16630,TEC-AC-10001772,2017-12-13,63.88
US-2017-157945,NF-18385,FUR-CH-10002331,2017-09-26,747.56
US-2017-157945,NF-18385,OFF-EN-10001415,2017-09-26,8.93
CA-2016-109638,JH-15985,OFF-AP-10002472,2016-12-15,103.92
CA-2016-109638,JH-15985,TEC-AC-10004571,2016-12-15,899.91
CA-2016-109638,JH-15985,OFF-BI-10001098,2016-12-15,51.31
CA-2017-109869,TN-21040,FUR-FU-10000023,2017-04-22,23.56
CA-2017-109869,TN-21040,FUR-TA-10001889,2017-04-22,1272.63
CA-2017-109869,TN-21040,OFF-BI-10000315,2017-04-22,28.48
CA-2017-109869,TN-21040,OFF-SU-10003505,2017-04-22,185.38
CA-2017-109869,TN-21040,OFF-AP-10002578,2017-04-22,78.27
US-2016-101399,JS-15940,FUR-FU-10002918,2016-01-17,254.74
CA-2018-154907,DS-13180,FUR-BO-10002824,2018-03-31,205.33
US-2017-100419,CC-12670,OFF-BI-10002194,2017-12-16,4.79
CA-2016-154144,MH-17785,OFF-PA-10004071,2016-12-20,55.48
CA-2017-103891,KH-16690,TEC-PH-10000149,2017-07-12,95.76
CA-2017-152632,JE-15475,FUR-FU-10002671,2017-10-27,40.20
