ORDER_ID,ORDER_DATE,CUSTOMER_ID,PRODUCT_ID,CATEGORY,SALES
CA-2016-135545,2016-11-24,KM-16720,FUR-FU-10000397,Furniture,79.76
US-2016-164175,2016-04-30,PS-18970,FUR-CH-10001146,Furniture,213.12
CA-2017-119823,2017-06-04,KD-16270,OFF-PA-10000482,Office Supplies,75.88
CA-2017-106075,2017-09-18,HM-14980,OFF-BI-10004654,Office Supplies,4.62
CA-2018-114440,2018-09-14,TB-21520,OFF-PA-10004675,Office Supplies,19.05
US-2016-134026,2016-04-26,JE-15745,FUR-CH-10000513,Furniture,831.94
US-2016-134026,2016-04-26,JE-15745,FUR-FU-10003708,Furniture,97.04
US-2016-134026,2016-04-26,JE-15745,OFF-ST-10004123,Office Supplies,72.78
US-2018-118038,2018-12-09,KB-16600,OFF-BI-10004182,Office Supplies,1.25
US-2018-118038,2018-12-09,KB-16600,FUR-FU-10000260,Furniture,9.71
US-2018-118038,2018-12-09,KB-16600,OFF-ST-10000615,Office Supplies,27.24
CA-2017-127208,2017-06-12,SC-20770,OFF-AP-10002118,Office Supplies,208.16
CA-2017-127208,2017-06-12,SC-20770,OFF-BI-10002309,Office Supplies,16.74
CA-2016-149734,2016-09-03,JC-16105,OFF-EN-10000927,Office Supplies,200.98
US-2018-119662,2018-11-13,CS-12400,OFF-ST-10003656,Office Supplies,230.38
CA-2018-140088,2018-05-28,PO-18865,FUR-CH-10000863,Furniture,301.96
CA-2018-155558,2018-10-26,PG-18895,TEC-AC-10001998,Technology,19.99
CA-2018-155558,2018-10-26,PG-18895,OFF-LA-10000134,Office Supplies,6.16
CA-2017-159695,2017-04-05,GM-14455,OFF-ST-10003442,Office Supplies,158.37
CA-2017-109806,2017-09-17,JS-15685,OFF-AR-10004930,Office Supplies,20.10
CA-2017-109806,2017-09-17,JS-15685,TEC-PH-10004093,Technology,73.58
CA-2017-109806,2017-09-17,JS-15685,OFF-PA-10000304,Office Supplies,6.48
CA-2016-149587,2016-01-31,KB-16315,OFF-PA-10003177,Office Supplies,12.96
CA-2016-149587,2016-01-31,KB-16315,FUR-FU-10003799,Furniture,53.34
CA-2016-149587,2016-01-31,KB-16315,OFF-BI-10002852,Office Supplies,32.96
US-2018-109484,2018-11-06,RB-19705,OFF-BI-10004738,Office Supplies,5.68
CA-2018-161018,2018-11-09,PN-18775,FUR-FU-10000629,Furniture,96.53
CA-2018-157833,2018-06-17,KD-16345,OFF-BI-10001721,Office Supplies,51.31
CA-2017-149223,2017-09-06,ER-13855,OFF-AP-10000358,Office Supplies,77.88
CA-2017-158568,2017-08-29,RB-19465,OFF-PA-10003256,Office Supplies,64.62
CA-2017-158568,2017-08-29,RB-19465,TEC-AC-10001767,Technology,95.98
CA-2017-158568,2017-08-29,RB-19465,OFF-BI-10002609,Office Supplies,1.79
CA-2017-129903,2017-12-01,GZ-14470,OFF-PA-10004040,Office Supplies,23.92
US-2016-156867,2016-11-13,LC-16870,TEC-AC-10001552,Technology,238.90
US-2016-156867,2016-11-13,LC-16870,FUR-FU-10004006,Furniture,102.36
US-2016-156867,2016-11-13,LC-16870,OFF-BI-10002794,Office Supplies,36.88
CA-2018-119004,2018-11-23,JM-15250,TEC-AC-10003499,Technology,74.11
CA-2018-119004,2018-11-23,JM-15250,TEC-PH-10002844,Technology,27.99
CA-2018-119004,2018-11-23,JM-15250,OFF-AR-10000390,Office Supplies,3.30
CA-2016-129476,2016-10-15,PA-19060,TEC-AC-10000844,Technology,339.96
CA-2018-146780,2018-12-25,CV-12805,FUR-FU-10001934,Furniture,41.96
CA-2017-128867,2017-11-03,CL-12565,OFF-AR-10000380,Office Supplies,75.96
CA-2017-128867,2017-11-03,CL-12565,OFF-BI-10003981,Office Supplies,27.24
CA-2016-110457,2016-03-02,DK-13090,FUR-TA-10001768,Furniture,787.53
US-2016-136476,2016-04-05,GG-14650,OFF-BI-10003650,Office Supplies,157.79
CA-2017-103730,2017-06-12,SC-20725,FUR-FU-10002157,Furniture,47.04
CA-2017-103730,2017-06-12,SC-20725,OFF-BI-10003910,Office Supplies,30.84
CA-2017-103730,2017-06-12,SC-20725,OFF-ST-10000777,Office Supplies,226.56
CA-2017-103730,2017-06-12,SC-20725,OFF-EN-10002500,Office Supplies,115.02
CA-2017-103730,2017-06-12,SC-20725,TEC-PH-10003875,Technology,68.04
US-2018-107272,2018-11-05,TS-21610,OFF-BI-10003274,Office Supplies,2.39
US-2018-107272,2018-11-05,TS-21610,OFF-ST-10002974,Office Supplies,243.99
US-2017-125969,2017-11-06,LS-16975,FUR-CH-10001146,Furniture,81.42
US-2017-125969,2017-11-06,LS-16975,FUR-FU-10003773,Furniture,238.56
US-2018-164147,2018-02-02,DW-13585,TEC-PH-10002293,Technology,59.97
US-2018-164147,2018-02-02,DW-13585,OFF-PA-10002377,Office Supplies,78.30
US-2018-164147,2018-02-02,DW-13585,OFF-FA-10002780,Office Supplies,21.46
CA-2017-145583,2017-10-13,LC-16885,OFF-PA-10001804,Office Supplies,20.04
CA-2017-145583,2017-10-13,LC-16885,OFF-PA-10001736,Office Supplies,35.44
CA-2017-145583,2017-10-13,LC-16885,OFF-AR-10001149,Office Supplies,11.52
CA-2017-145583,2017-10-13,LC-16885,OFF-FA-10002988,Office Supplies,4.02
CA-2017-145583,2017-10-13,LC-16885,OFF-BI-10004781,Office Supplies,76.18
CA-2017-145583,2017-10-13,LC-16885,OFF-SU-10001218,Office Supplies,65.88
CA-2017-145583,2017-10-13,LC-16885,FUR-FU-10001706,Furniture,43.12
CA-2017-110366,2017-09-05,JD-15895,FUR-FU-10004848,Furniture,82.80
CA-2018-106180,2018-09-18,SH-19975,OFF-AR-10000940,Office Supplies,8.82
CA-2018-106180,2018-09-18,SH-19975,OFF-EN-10004030,Office Supplies,10.86
CA-2018-106180,2018-09-18,SH-19975,OFF-PA-10004327,Office Supplies,143.70
CA-2018-155376,2018-12-22,SG-20080,OFF-AP-10001058,Office Supplies,839.43
CA-2016-110744,2016-09-07,HA-14920,OFF-ST-10003656,Office Supplies,671.93
CA-2017-114489,2017-12-05,JE-16165,TEC-PH-10000215,Technology,384.45
CA-2017-114489,2017-12-05,JE-16165,TEC-PH-10001448,Technology,149.97
CA-2017-114489,2017-12-05,JE-16165,FUR-CH-10000454,Furniture,1951.84
CA-2017-114489,2017-12-05,JE-16165,OFF-BI-10002735,Office Supplies,171.55
CA-2017-158834,2017-03-13,TW-21025,OFF-AP-10000326,Office Supplies,157.92
CA-2017-158834,2017-03-13,TW-21025,TEC-PH-10001254,Technology,203.18
CA-2016-124919,2016-05-31,SP-20650,OFF-PA-10001950,Office Supplies,58.38
CA-2016-124919,2016-05-31,SP-20650,OFF-PA-10002254,Office Supplies,105.52
CA-2016-124919,2016-05-31,SP-20650,OFF-ST-10001590,Office Supplies,80.88
CA-2016-118948,2016-05-28,NK-18490,OFF-AR-10001547,Office Supplies,6.63
CA-2017-114104,2017-11-20,NP-18670,OFF-LA-10002475,Office Supplies,14.62
CA-2017-114104,2017-11-20,NP-18670,TEC-PH-10004536,Technology,944.93
CA-2017-162733,2017-05-11,TT-21070,OFF-PA-10002751,Office Supplies,5.98
CA-2016-119697,2016-12-28,EM-13960,TEC-AC-10003657,Technology,54.38
CA-2017-154508,2017-11-16,RD-19900,OFF-EN-10001990,Office Supplies,28.40
CA-2017-113817,2017-11-07,MJ-17740,OFF-BI-10004002,Office Supplies,27.68
US-2018-152366,2018-04-21,SJ-20500,OFF-AP-10002684,Office Supplies,97.26
US-2016-101511,2016-11-21,JE-15745,FUR-CH-10004698,Furniture,396.80
US-2016-101511,2016-11-21,JE-15745,OFF-SU-10002189,Office Supplies,15.88
CA-2016-137225,2016-12-15,JK-15640,OFF-AR-10001940,Office Supplies,3.28
CA-2017-105018,2017-11-28,SK-19990,OFF-BI-10001890,Office Supplies,7.16
CA-2017-157000,2017-07-16,AM-10360,OFF-ST-10001328,Office Supplies,37.22
CA-2017-157000,2017-07-16,AM-10360,OFF-PA-10001950,Office Supplies,20.02
CA-2016-102281,2016-10-12,MP-17470,FUR-BO-10002613,Furniture,899.14
CA-2016-102281,2016-10-12,MP-17470,TEC-PH-10001552,Technology,71.76
CA-2016-102281,2016-10-12,MP-17470,OFF-PA-10000061,Office Supplies,51.84
CA-2016-102281,2016-10-12,MP-17470,FUR-BO-10002545,Furniture,626.35
CA-2016-102281,2016-10-12,MP-17470,OFF-AR-10003514,Office Supplies,19.90
CA-2016-131457,2016-10-31,MZ-17515,OFF-EN-10001509,Office Supplies,14.28
CA-2018-107720,2018-11-06,VM-21685,OFF-ST-10001414,Office Supplies,46.26
US-2018-124303,2018-07-06,FH-14365,OFF-BI-10000343,Office Supplies,2.95
US-2018-124303,2018-07-06,FH-14365,OFF-PA-10002749,Office Supplies,16.06
CA-2018-105074,2018-06-24,MB-17305,OFF-PA-10002666,Office Supplies,21.74
US-2018-116701,2018-12-17,LC-17140,OFF-AP-10003217,Office Supplies,66.28
CA-2018-126382,2018-06-03,HK-14890,FUR-FU-10002960,Furniture,35.17
CA-2018-108329,2018-12-09,LE-16810,TEC-PH-10001918,Technology,444.77
CA-2018-135860,2018-12-01,JH-15985,OFF-ST-10000642,Office Supplies,83.92
CA-2018-135860,2018-12-01,JH-15985,TEC-PH-10001700,Technology,131.98
CA-2018-135860,2018-12-01,JH-15985,OFF-BI-10003274,Office Supplies,15.92
CA-2018-135860,2018-12-01,JH-15985,OFF-FA-10000134,Office Supplies,52.29
CA-2018-135860,2018-12-01,JH-15985,OFF-ST-10001522,Office Supplies,91.99
CA-2016-101007,2016-02-09,MS-17980,TEC-AC-10001266,Technology,20.80
CA-2016-146262,2016-01-02,VW-21775,OFF-LA-10004544,Office Supplies,23.68
CA-2016-146262,2016-01-02,VW-21775,FUR-BO-10004695,Furniture,452.45
CA-2016-146262,2016-01-02,VW-21775,TEC-PH-10002844,Technology,62.98
CA-2016-146262,2016-01-02,VW-21775,TEC-MA-10000864,Technology,1188.00
CA-2016-146262,2016-01-02,VW-21775,TEC-AC-10000109,Technology,89.58
CA-2017-130162,2017-10-28,JH-15910,OFF-ST-10001328,Office Supplies,93.06
CA-2017-130162,2017-10-28,JH-15910,TEC-PH-10002563,Technology,302.38
CA-2016-169397,2016-12-24,JB-15925,OFF-FA-10000585,Office Supplies,5.58
CA-2016-169397,2016-12-24,JB-15925,OFF-PA-10004000,Office Supplies,22.70
CA-2016-169397,2016-12-24,JB-15925,OFF-BI-10002852,Office Supplies,19.78
CA-2016-169397,2016-12-24,JB-15925,FUR-FU-10000087,Furniture,72.70
CA-2016-169397,2016-12-24,JB-15925,TEC-MA-10001148,Technology,479.99
CA-2016-169397,2016-12-24,JB-15925,OFF-AR-10001958,Office Supplies,27.17
CA-2016-163055,2016-08-09,DS-13180,OFF-AR-10001026,Office Supplies,2.20
CA-2016-163055,2016-08-09,DS-13180,FUR-TA-10003748,Furniture,622.45
CA-2016-163055,2016-08-09,DS-13180,OFF-ST-10002485,Office Supplies,21.98
US-2016-145436,2016-02-28,VD-21670,FUR-CH-10004860,Furniture,161.57
US-2016-145436,2016-02-28,VD-21670,FUR-CH-10004477,Furniture,389.70
US-2018-100930,2018-04-07,CS-12400,FUR-TA-10001705,Furniture,233.86
US-2018-100930,2018-04-07,CS-12400,FUR-TA-10003473,Furniture,620.61
US-2018-100930,2018-04-07,CS-12400,OFF-BI-10001679,Office Supplies,5.33
US-2018-100930,2018-04-07,CS-12400,FUR-FU-10004017,Furniture,258.07
US-2018-100930,2018-04-07,CS-12400,TEC-AC-10003832,Technology,617.98
CA-2018-160514,2018-11-12,DB-13120,OFF-PA-10002479,Office Supplies,10.56
CA-2017-157749,2017-06-04,KL-16645,OFF-PA-10003349,Office Supplies,25.92
CA-2017-157749,2017-06-04,KL-16645,FUR-FU-10000576,Furniture,419.68
CA-2017-157749,2017-06-04,KL-16645,FUR-FU-10004351,Furniture,11.69
CA-2017-157749,2017-06-04,KL-16645,TEC-PH-10000011,Technology,31.98
CA-2017-157749,2017-06-04,KL-16645,FUR-TA-10002607,Furniture,177.22
CA-2017-157749,2017-06-04,KL-16645,FUR-FU-10002505,Furniture,4.04
CA-2017-157749,2017-06-04,KL-16645,OFF-AR-10004685,Office Supplies,7.41
CA-2017-154739,2017-12-10,LH-17155,FUR-CH-10002965,Furniture,321.57
CA-2017-145625,2017-09-11,KC-16540,OFF-PA-10004569,Office Supplies,7.61
CA-2017-145625,2017-09-11,KC-16540,TEC-AC-10003832,Technology,3347.37
CA-2017-146941,2017-12-10,DL-13315,OFF-ST-10001228,Office Supplies,80.58
CA-2017-146941,2017-12-10,DL-13315,OFF-EN-10003296,Office Supplies,361.92
US-2016-159982,2016-11-28,DR-12880,FUR-FU-10002505,Furniture,12.13
US-2016-159982,2016-11-28,DR-12880,OFF-ST-10004804,Office Supplies,82.37
US-2016-159982,2016-11-28,DR-12880,OFF-ST-10001590,Office Supplies,53.92
US-2016-159982,2016-11-28,DR-12880,TEC-PH-10001580,Technology,647.90
CA-2018-163139,2018-12-01,CC-12670,TEC-AC-10000290,Technology,20.37
CA-2018-163139,2018-12-01,CC-12670,OFF-ST-10002790,Office Supplies,221.55
CA-2018-163139,2018-12-01,CC-12670,OFF-BI-10003460,Office Supplies,17.52
US-2018-155299,2018-06-08,Dl-13600,OFF-AP-10002203,Office Supplies,1.62
CA-2017-125318,2017-06-06,RC-19825,TEC-PH-10001433,Technology,328.22
CA-2016-155040,2016-11-10,AH-10210,TEC-AC-10004469,Technology,79.90
CA-2018-136826,2018-06-16,CB-12535,OFF-AR-10003602,Office Supplies,14.02
CA-2017-111010,2017-01-22,PG-18895,OFF-FA-10003472,Office Supplies,7.56
US-2018-145366,2018-12-09,CA-12310,OFF-ST-10004180,Office Supplies,37.21
US-2018-145366,2018-12-09,CA-12310,OFF-EN-10004386,Office Supplies,57.58
CA-2018-163979,2018-12-28,KH-16690,OFF-ST-10003208,Office Supplies,725.84
CA-2016-155334,2016-07-30,HA-14920,TEC-AC-10003628,Technology,209.93
CA-2016-155334,2016-07-30,HA-14920,FUR-FU-10003274,Furniture,5.28
CA-2016-155334,2016-07-30,HA-14920,OFF-BI-10002557,Office Supplies,10.92
CA-2018-118136,2018-09-16,BB-10990,OFF-PA-10002615,Office Supplies,8.82
CA-2018-118136,2018-09-16,BB-10990,OFF-AR-10001427,Office Supplies,5.98
CA-2018-132976,2018-10-13,AG-10495,OFF-PA-10000673,Office Supplies,11.65
CA-2018-132976,2018-10-13,AG-10495,OFF-PA-10004470,Office Supplies,18.18
CA-2018-132976,2018-10-13,AG-10495,OFF-ST-10000876,Office Supplies,59.71
CA-2018-132976,2018-10-13,AG-10495,OFF-LA-10002043,Office Supplies,24.84
US-2016-161991,2016-09-26,SC-20725,OFF-BI-10004967,Office Supplies,2.08
US-2016-161991,2016-09-26,SC-20725,TEC-PH-10001760,Technology,1114.40
CA-2016-130890,2016-11-02,JO-15280,FUR-TA-10002903,Furniture,1038.84
CA-2016-130883,2016-09-26,TB-21520,OFF-PA-10000474,Office Supplies,141.76
CA-2016-130883,2016-09-26,TB-21520,TEC-AC-10001956,Technology,239.80
CA-2016-130883,2016-09-26,TB-21520,OFF-PA-10004100,Office Supplies,31.10
CA-2017-112697,2017-12-18,AH-10195,OFF-BI-10000778,Office Supplies,254.06
CA-2017-112697,2017-12-18,AH-10195,OFF-AP-10002684,Office Supplies,194.53
CA-2017-112697,2017-12-18,AH-10195,OFF-SU-10000646,Office Supplies,961.48
CA-2017-110772,2017-11-20,NZ-18565,OFF-FA-10002983,Office Supplies,19.10
CA-2017-110772,2017-11-20,NZ-18565,OFF-LA-10004689,Office Supplies,18.50
CA-2017-110772,2017-11-20,NZ-18565,TEC-AC-10002001,Technology,255.98
CA-2017-110772,2017-11-20,NZ-18565,FUR-BO-10004709,Furniture,86.97
CA-2017-142545,2017-10-28,JD-15895,OFF-PA-10002105,Office Supplies,32.40
CA-2017-142545,2017-10-28,JD-15895,OFF-ST-10002756,Office Supplies,1082.48
CA-2017-142545,2017-10-28,JD-15895,OFF-PA-10004243,Office Supplies,56.91
CA-2017-142545,2017-10-28,JD-15895,FUR-FU-10001861,Furniture,77.60
CA-2017-142545,2017-10-28,JD-15895,OFF-BI-10002706,Office Supplies,14.28
US-2018-152380,2018-11-19,JH-15910,FUR-TA-10002533,Furniture,219.07
CA-2016-144253,2016-05-04,AS-10225,FUR-FU-10002671,Furniture,26.80
CA-2018-126774,2018-04-15,SH-20395,OFF-AR-10002804,Office Supplies,4.89
CA-2017-142902,2017-09-12,BP-11185,FUR-FU-10001918,Furniture,15.14
CA-2017-142902,2017-09-12,BP-11185,FUR-CH-10004086,Furniture,466.77
CA-2017-142902,2017-09-12,BP-11185,FUR-FU-10001756,Furniture,15.23
CA-2017-142902,2017-09-12,BP-11185,OFF-LA-10000634,Office Supplies,6.26
CA-2017-162138,2017-04-23,GK-14620,OFF-BI-10004593,Office Supplies,251.52
CA-2017-162138,2017-04-23,GK-14620,TEC-AC-10001908,Technology,99.99
CA-2018-153339,2018-11-03,DJ-13510,FUR-FU-10001967,Furniture,15.99
US-2017-141544,2017-08-30,PO-18850,TEC-PH-10003645,Technology,290.90
US-2017-141544,2017-08-30,PO-18850,OFF-ST-10000675,Office Supplies,54.22
US-2017-141544,2017-08-30,PO-18850,FUR-CH-10003312,Furniture,786.74
US-2017-141544,2017-08-30,PO-18850,OFF-LA-10001074,Office Supplies,100.24
US-2017-141544,2017-08-30,PO-18850,OFF-BI-10001524,Office Supplies,37.76
US-2017-150147,2017-04-25,JL-15850,TEC-PH-10004614,Technology,82.80
US-2017-150147,2017-04-25,JL-15850,OFF-BI-10001153,Office Supplies,20.72
US-2017-150147,2017-04-25,JL-15850,OFF-BI-10001982,Office Supplies,4.90
CA-2016-137946,2016-09-01,DB-13615,OFF-BI-10001922,Office Supplies,4.75
CA-2016-137946,2016-09-01,DB-13615,TEC-CO-10001449,Technology,959.98
CA-2016-137946,2016-09-01,DB-13615,OFF-BI-10004140,Office Supplies,14.37
CA-2016-128167,2016-06-22,KL-16645,OFF-FA-10000490,Office Supplies,4.96
US-2016-120712,2016-12-20,CS-12130,OFF-ST-10000107,Office Supplies,88.80
CA-2018-169901,2018-06-15,CC-12550,TEC-PH-10002293,Technology,47.98
CA-2018-134306,2018-07-08,TD-20995,OFF-AR-10004027,Office Supplies,7.56
CA-2018-134306,2018-07-08,TD-20995,OFF-PA-10000249,Office Supplies,24.56
CA-2018-134306,2018-07-08,TD-20995,OFF-AR-10001374,Office Supplies,12.96
CA-2017-129714,2017-09-01,AB-10060,TEC-AC-10000290,Technology,6.79
CA-2017-129714,2017-09-01,AB-10060,OFF-PA-10001970,Office Supplies,24.56
CA-2017-129714,2017-09-01,AB-10060,OFF-BI-10002160,Office Supplies,3.05
CA-2017-129714,2017-09-01,AB-10060,OFF-PA-10001970,Office Supplies,49.12
CA-2017-129714,2017-09-01,AB-10060,OFF-BI-10004995,Office Supplies,4355.17
CA-2017-138520,2017-04-08,JL-15505,FUR-BO-10002268,Furniture,388.70
CA-2017-138520,2017-04-08,JL-15505,OFF-EN-10001137,Office Supplies,8.26
CA-2017-138520,2017-04-08,JL-15505,OFF-AR-10002399,Office Supplies,17.04
CA-2017-138520,2017-04-08,JL-15505,OFF-PA-10002713,Office Supplies,34.40
CA-2017-130001,2017-04-23,HK-14890,OFF-PA-10002666,Office Supplies,36.24
CA-2018-155698,2018-03-08,VB-21745,OFF-AP-10001124,Office Supplies,647.84
CA-2018-155698,2018-03-08,VB-21745,OFF-LA-10001158,Office Supplies,20.70
CA-2018-144904,2018-09-25,KW-16435,OFF-LA-10001158,Office Supplies,20.70
CA-2018-144904,2018-09-25,KW-16435,FUR-CH-10000785,Furniture,488.65
CA-2018-144904,2018-09-25,KW-16435,OFF-AR-10003732,Office Supplies,5.56
CA-2018-144904,2018-09-25,KW-16435,FUR-FU-10000023,Furniture,47.12
CA-2017-155516,2017-10-21,MK-17905,OFF-BI-10002412,Office Supplies,23.20
CA-2017-155516,2017-10-21,MK-17905,OFF-SU-10001225,Office Supplies,7.36
CA-2017-155516,2017-10-21,MK-17905,OFF-ST-10002406,Office Supplies,104.79
CA-2017-155516,2017-10-21,MK-17905,FUR-BO-10002545,Furniture,1043.92
CA-2018-104745,2018-05-29,GT-14755,OFF-PA-10002036,Office Supplies,25.92
CA-2018-104745,2018-05-29,GT-14755,OFF-ST-10002205,Office Supplies,53.42
US-2017-134656,2017-09-28,MM-18280,OFF-PA-10003039,Office Supplies,99.14
US-2018-134481,2018-08-27,AR-10405,FUR-TA-10004915,Furniture,1488.42
CA-2016-130792,2016-04-28,RA-19915,OFF-AP-10000696,Office Supplies,8.65
CA-2016-130792,2016-04-28,RA-19915,OFF-ST-10003327,Office Supplies,23.83
CA-2016-130792,2016-04-28,RA-19915,OFF-BI-10000309,Office Supplies,12.18
CA-2017-134775,2017-10-28,AS-10285,OFF-PA-10004734,Office Supplies,50.96
CA-2017-134775,2017-10-28,AS-10285,OFF-BI-10002225,Office Supplies,49.54
CA-2016-125395,2016-06-26,LA-16780,TEC-AC-10004708,Technology,41.90
US-2016-168935,2016-11-27,DO-13435,FUR-TA-10000617,Furniture,375.46
US-2016-168935,2016-11-27,DO-13435,TEC-AC-10002335,Technology,83.98
CA-2016-122756,2016-12-03,DK-13225,TEC-MA-10001681,Technology,482.34
CA-2016-122756,2016-12-03,DK-13225,FUR-FU-10001935,Furniture,2.96
CA-2018-101798,2018-12-11,MV-18190,OFF-BI-10000050,Office Supplies,23.36
CA-2018-101798,2018-12-11,MV-18190,TEC-AC-10001998,Technology,39.98
CA-2018-102946,2018-06-30,VP-21730,OFF-BI-10004492,Office Supplies,75.79
CA-2018-165603,2018-10-17,SS-20140,OFF-ST-10000798,Office Supplies,49.96
CA-2018-165603,2018-10-17,SS-20140,OFF-PA-10002552,Office Supplies,12.96
CA-2016-122259,2016-10-31,HP-14815,OFF-SU-10002573,Office Supplies,70.12
CA-2017-108987,2017-09-08,AG-10675,OFF-ST-10001580,Office Supplies,35.95
CA-2017-108987,2017-09-08,AG-10675,FUR-BO-10004834,Furniture,2396.27
CA-2017-108987,2017-09-08,AG-10675,OFF-ST-10000934,Office Supplies,131.14
CA-2017-108987,2017-09-08,AG-10675,TEC-AC-10000158,Technology,57.58
CA-2018-117933,2018-12-24,RF-19840,OFF-AP-10004249,Office Supplies,35.91
CA-2018-117457,2018-12-08,KH-16510,TEC-AC-10000158,Technology,179.95
CA-2018-117457,2018-12-08,KH-16510,TEC-CO-10004115,Technology,1199.98
CA-2018-117457,2018-12-08,KH-16510,OFF-PA-10003724,Office Supplies,27.15
CA-2018-117457,2018-12-08,KH-16510,FUR-TA-10002041,Furniture,1004.02
CA-2018-117457,2018-12-08,KH-16510,OFF-PA-10002893,Office Supplies,9.68
CA-2018-117457,2018-12-08,KH-16510,OFF-LA-10003766,Office Supplies,28.35
CA-2018-117457,2018-12-08,KH-16510,OFF-PA-10001970,Office Supplies,55.98
CA-2018-117457,2018-12-08,KH-16510,FUR-BO-10001972,Furniture,1336.83
CA-2018-117457,2018-12-08,KH-16510,FUR-CH-10003956,Furniture,113.57
